source,source_name,target,target_name,share,via
IBM,IBM,2347,聯強,,伺服器/儲存/軟體
IBM,IBM,2471,資通,,硬體/軟體 (合作夥伴)
IBM,IBM,2480,敦陽科,,伺服器/儲存/AI平台 (長期夥伴)
IBM,IBM,2801,彰銀,,伺服器/主機
IBM,IBM,2880,華南金,,核心系統/主機
IBM,IBM,2881,富邦金,,主機/AI服務
IBM,IBM,2882,國泰金,,主機/雲端服務
IBM,IBM,2883,凱基金,,主機/雲端服務
IBM,IBM,2885,元大金,,主機/核心系統
IBM,IBM,2886,兆豐金,,核心主機
IBM,IBM,2887,台新新光金,,主機硬體
IBM,IBM,2891,中信金,,核心主機/AI平台
IBM,IBM,2892,第一金,,核心主機/AI
IBM,IBM,5876,上海商銀,,核心銀行系統/IT設備
IBM,IBM,6148,驊宏資,,大型主機/系統
CSCO,Cisco (思科),2347,聯強,,網路設備
CSCO,Cisco (思科),2480,敦陽科,,網路設備/資安 (金級夥伴)
CSCO,Cisco (思科),6148,驊宏資,,網路設備/資安
CSCO,Cisco (思科),6214,精誠,,資安/網通設備
STX,Seagate (希捷),2347,聯強,,硬碟/儲存裝置
Priv.,Kingston (金士頓),2347,聯強,,記憶體/SSD
Land,Land Owners (私地主),2348,海悅,,土地 (合建分售)
Private,Fuchin Construction (福清營造),2348,海悅,,營造工程 (大股東)
Multiple,Partner Developers (合作建商),2348,海悅,,合資建案 (璞永/亞昕/新美齊)
Client,Construction Companies (各大建商),2348,海悅,,預售屋代銷案源
Subsidiary,Chao Hsin Metal (朝新金屬),2351,順德,,異形銅/合金銅 (自製)
5771.JP,Mitsubishi Shindoh (三菱),2351,順德,,銅合金技術合作
5486.JP,Hitachi Metals (日立金屬),2351,順德,,特殊金屬材料
8002.JP,Marubeni (丸紅),2351,順德,,金屬材料貿易
Yamada,Stamping Equipment (沖壓設備),2351,順德,,高速精密沖床
Novatek,Driver IC,2352,佳世達,,驅動IC
Realtek/Broadcom,Network Chips,2352,佳世達,,網通晶片
Samsung,DRAM/Flash,2352,佳世達,,記憶體
Global,Aluminum Suppliers (鋁材),2354,鴻準,,鋁合金錠/板材
CN/Global,Magnesium Suppliers (鎂合金),2354,鴻準,,鎂合金 (輕量化機殼)
Local,Copper Suppliers (銅材),2354,鴻準,,散熱銅管/均熱板原料
Global,Thermal Interface Mat. (散熱介面),2354,鴻準,,導熱膏/散熱墊
Fanuc/Brother,CNC Equipment (加工設備),2354,鴻準,,CNC機台 (金屬加工)
Priv.,Isola,2355,敬鵬,,高頻高速基板
Samsung/Hynix,Memory Suppliers,2356,英業達,,DRAM/HBM
Yageo,Passive Components,2356,英業達,,被動元件 (國巨)
MU,Micron (美光),2357,華碩,,"DRAM, SSD"
MU,Micron (美光),2376,技嘉,,"GDDR, DDR5 DRAM"
MU,Micron (美光),2377,微星,,"DDR5, SSD"
MU,Micron (美光),2382,廣達,,"DDR5, HBM, SSD"
MU,Micron (美光),2451,創見,,NAND Flash/DRAM
MU,Micron (美光),3231,緯創,,"DDR5, SSD"
MU,Micron (美光),3260,威剛,,DRAM/NAND Flash
MU,Micron (美光),3702,大聯大,,DRAM/NAND記憶體
MU,Micron (美光),8271,宇瞻,,DRAM/NAND Flash
MU,Micron (美光),8299,群聯,,NAND Flash 晶圓 (長期夥伴)
005930,Samsung (三星),2357,華碩,,"記憶體顆粒, 面板"
005930,Samsung (三星),2376,技嘉,,"VRAM, 記憶體顆粒"
005930,Samsung (三星),2377,微星,,"VRAM, DDR5, SSD"
005930,Samsung (三星),2382,廣達,,記憶體顆粒 (DRAM/NAND)
005930,Samsung (三星),3231,緯創,,記憶體顆粒
,Kingston (金士頓),2357,華碩,,"記憶體模組, SSD"
000725,BOE (京東方),2357,華碩,,筆電面板
ROK,Rockwell Automation (羅克威爾),2359,所羅門,,PLC/變頻器 (代理)
Basler,Camera Suppliers,2359,所羅門,,工業相機
Cummins,Generator Suppliers,2359,所羅門,,發電機引擎 (代理)
TI/ADI,IC Suppliers,2360,致茂,,類比IC/訊號處理IC
Xilinx/Intel,FPGA Suppliers,2360,致茂,,FPGA晶片
Samtec,Connector Suppliers,2360,致茂,,精密連接器
Local_PCB,PCB Suppliers,2360,致茂,,印刷電路板
Delta,Power Module,2360,致茂,,電源模組 (台達電)
6457,Hycon (紘康),2363,矽統,,BMS技術 (策略合作)
6457,Hycon (紘康),6121,新普,,電池保護/計量晶片 (BMS)
Global_IP,Memory IP,2363,矽統,,IP授權
3645,達邁,2367,燿華,,PI薄膜 (軟板材料)
3645,達邁,8039,台虹,,聚醯亞胺薄膜 (PI)
Atotech,Process Chem,2367,燿華,,電鍍化學藥水
2383.0,Elite Material Co. (台光電),2368,金像電,,高階/AI伺服器 CCL (M9等級)
6213.0,ITEQ (聯茂),2368,金像電,,伺服器/網通 CCL (M6/M7等級)
6274.0,TUC (台燿),2368,金像電,,高頻高速 CCL (M7/M8等級)
1303.0,Nan Ya (南亞),2368,金像電,,"一般型 CCL, 玻纖布"
6752.0,Panasonic (松下),2368,金像電,,極低損耗 CCL (M6+等級)
8358.0,Co-Tech (金居),2368,金像電,,高頻銅箔 (HVLP/RG系列)
,Chang Chun (長春石化),2368,金像電,,銅箔
4626.0,Taiyo Ink (太陽油墨),2368,金像電,,防焊油墨 (Solder Mask)
1717.0,Eternal (長興),2368,金像電,,乾膜光阻 (Dry Film)
Local,Copper Suppliers (銅材),2371,大同,,銅線/銅棒 (各類電纜/馬達)
Hitachi/Metglas,Amorphous Alloy (非晶質合金),2371,大同,,非晶質鐵心材料 (節能變壓器)
Global,IC Suppliers (晶片),2371,大同,,MCU/通訊晶片 (智慧電表)
OV,OmniVision,2374,佳能,,CMOS影像感測器
Ability_Inhouse,Lens Suppliers,2374,佳能,,光學鏡頭模組 (自製)
Ambarella,IC Components,2374,佳能,,影像處理晶片
Local_CN,Aluminum Foil Suppliers,2375,凱美,,電蝕箔/化成箔
Giga_Solar,Metal Paste,2375,凱美,,導電漿料 (碩禾)
Motor_Parts,Fan Motor Suppliers,2375,凱美,,風扇馬達/軸承
Chem_Supplier,Chemicals,2375,凱美,,電解液化學品
,Samsung Display,2377,微星,,OLED 筆電/顯示器面板
3715,定穎投控,2377,微星,,"HDI 板, 顯卡/筆電 PCB"
,Hwang Hwa (台光電自製/集團),2383,台光電,,銅箔 (部分自製)
8358.0,Co-Tech (金居),2383,台光電,,高頻高速銅箔 (RG系列)
1704.0,LCY (李長榮),2383,台光電,,電解銅箔
5801.0,Furukawa Electric (古河電工),2383,台光電,,高階銅箔
1303.0,Nan Ya (南亞),2383,台光電,,環氧樹脂 (Epoxy)
1802.0,TGI (台玻),2383,台光電,,Low Dk 玻纖布
1815.0,Fulltech (富喬),2383,台光電,,電子級玻纖紗/布
3407.0,Asahi Kasei (旭化成),2383,台光電,,高階玻纖布
,Chang Chun (長春),2383,台光電,,銅箔基板用樹脂
4182.0,Mitsubishi Gas Chemical,2383,台光電,,BT樹脂/高階材料
TI/NXP,IC Suppliers,2385,群光,,控制IC/電源管理IC
Sony/OmniVision,Sensor Suppliers,2385,群光,,影像感測器 (鏡頭模組)
Local_Supplier,Key Switch,2385,群光,,鍵盤剪刀腳架構/按鍵
Everlight,LED Suppliers,2385,群光,,背光LED (億光)
Yageo,Passive Components,2385,群光,,被動元件 (國巨)
5215,科嘉-KY,2387,精元,,MTS導電薄膜 (蘋果鍵盤)
4935,茂林-KY,2387,精元,,導光板 (發光鍵盤)
5803.JP,Fujikura (藤倉),2387,精元,,軟板/薄膜
300115.CN,Changying (長盈精密),2387,精元,,金屬支架板
Global,Foundry Partners (代工夥伴),2388,威盛,,成熟製程晶圓
ARM,Arm,2388,威盛,,IP授權 (Arm Total Design)
ARM,Arm,2454,聯發科,,CPU/GPU 核心 IP 架構
ARM,Arm,3035,智原,,處理器架構IP
ARM,Arm,3443,創意,,CPU IP核心授權
ARM,Arm,3661,世芯-KY,,CPU 核心 IP 架構
ARM,Arm,6231,系微,,Arm架構授權/合作
ARM,Arm,8054,安國,,IP授權 (Neoverse V3)
First_Copper,Copper Suppliers,2392,正崴,,銅材 (連接器端子)
Nan_Ya,Plastic Suppliers,2392,正崴,,工程塑膠
Walsin,Cable Materials,2392,正崴,,線纜銅導體
Local_Plate,Plating Service,2392,正崴,,電鍍服務
Power_IC,IC Suppliers,2392,正崴,,電源管理IC
600703.SS,San'an Optoelectronics (三安),2393,億光,,LED晶粒
Chang_Wah,Lead Frame Suppliers,2393,億光,,導線架
Intematix,Phosphor Suppliers,2393,億光,,螢光粉
Tanaka,Wire Suppliers,2393,億光,,金線
Unimicron/Tripod,PCB Suppliers,2395,研華,,印刷電路板
Samsung/Micron,Memory Suppliers,2395,研華,,DRAM/Flash
Arm,IP Suppliers,2401,凌陽,,矽智財 (IP)
Taimide,PI Film Suppliers,2402,毅嘉,,聚醯亞胺薄膜 (PI)
Nan_Ya,Copper Foil,2402,毅嘉,,銅箔
Local_Mat,Keypad Materials,2402,毅嘉,,按鍵材料/矽膠
SMT_Equip,Equipment,2402,毅嘉,,SMT打件設備
Local,Sub-contractors (協力廠商),2404,漢唐,,機電工程/管線施工
Global/Local,Equipment Vendors (設備商),2404,漢唐,,空調主機/監控系統
Local,Material Suppliers (材料商),2404,漢唐,,無塵室隔板/濾網/管材
Priv.,Formosa Daikin (台塑大金),2408,南亞科,,電子級氫氟酸
GLW,Corning (康寧),2409,友達,,玻璃基板 (主要供應商)
GLW,Corning (康寧),3362,先進光,,光學玻璃材料 (收購廠房合作)
GLW,Corning (康寧),3481,群創,,顯示器玻璃基板
GLW,Corning (康寧),3673,TPK-KY,,保護玻璃 (Gorilla Glass)
GLW,Corning (康寧),4903,聯光通,,光纖絲
3592,瑞鼎,2409,友達,,驅動IC (集團供應)
3592,瑞鼎,5371,中光電,,驅動 IC
6854,錼創科技-KY創,2409,友達,,Micro LED技術 (策略夥伴)
NOK,Nokia (諾基亞),2412,中華電,,5G基地台/核心網
ERIC,Ericsson (愛立信),2412,中華電,,行動寬頻設備
ERIC,Ericsson (愛立信),3045,台灣大,,通訊設備/服務
ERIC,Ericsson (愛立信),4904,遠傳,,5G基地台/RAN
5930,Samsung (三星),2412,中華電,,Galaxy手機 (銷售)
5930,Samsung (三星),2450,神腦,,Galaxy手機/平板
5930,Samsung (三星),2451,創見,,DRAM/NAND Flash
China Steel,Steel Suppliers (鋼鐵廠),2421,建準,,矽鋼片 (馬達核心)
Local,Copper Suppliers (銅材廠),2421,建準,,銅線 (線圈)
Nan Ya,Plastic Suppliers (塑膠廠),2421,建準,,PBT工程塑膠 (扇葉/外框)
Rohm/Global,Driver IC (驅動IC),2421,建準,,風扇驅動IC
China,Magnet Suppliers (磁鐵),2421,建準,,永久磁鐵
Local/Japan,Bearing Suppliers (軸承),2421,建準,,含油軸承/滾珠軸承
1809,中釉,2428,興勤,,陶瓷粉末 (Manganese Tetroxide)
Global,Metal Paste Suppliers (漿料廠),2428,興勤,,銀漿/銅漿 (電極)
Local,Wire Suppliers (線材廠),2428,興勤,,銅線 (引腳)
Local,Chemical Suppliers (化學品),2428,興勤,,化工原料 (配方)
4943,康控-KY,2439,美律,,聲學防水元件/機構件
China,Magnet Suppliers (磁鐵廠),2439,美律,,永久磁鐵
Local,Coil Suppliers (線圈廠),2439,美律,,音圈
Local,Plastic Suppliers (塑膠廠),2439,美律,,耳機外殼/機構件
5285,界霖,2441,超豐,,導線架 (功率)
5285,界霖,2481,強茂,,導線架 (策略投資)
5285,界霖,3675,德微,,封裝材料/導線架
Tanaka,Gold Wire Suppliers (金線廠),2441,超豐,,封裝用金線
6857.T,Advantest (愛德萬),2449,京元電子,,"SoC 測試機台 (V93000), 記憶體測試機"
6857.T,Advantest (愛德萬),3264,欣銓,,SoC測試機台 (V93000/T2000)
6857.T,Advantest (愛德萬),3265,台星科,,SoC測試機台/記憶體測試機
6857.T,Advantest (愛德萬),3289,宜特,,SoC測試機台 (V93000)
6857.T,Advantest (愛德萬),3711,日月光投控,,記憶體/SoC測試機
6857.T,Advantest (愛德萬),6257,矽格,,自動測試設備 (ATE)
6857.T,Advantest (愛德萬),8150,南茂,,測試機台
TER,Teradyne (泰瑞達),2330,台積電,,自動測試設備 (ATE)
TER,Teradyne (泰瑞達),2359,所羅門,,協作機器人手臂 (Universal Robots)
TER,Teradyne (泰瑞達),2449,京元電子,,J750/UltraFLEX 測試機台
TER,Teradyne (泰瑞達),3264,欣銓,,自動測試設備 (J750/UltraFLEX)
TER,Teradyne (泰瑞達),3265,台星科,,自動測試設備
TER,Teradyne (泰瑞達),3711,日月光投控,,自動測試設備 (ATE)
TER,Teradyne (泰瑞達),6257,矽格,,自動測試設備 (ATE)
6510,精測,2449,京元電子,,MEMS 探針卡 (高階手機 AP 用)
6510,精測,2454,聯發科,,晶圓測試探針卡 (Probe Card)
6510,精測,3264,欣銓,,測試介面板
6510,精測,8150,南茂,,測試介面/探針卡
FORM,FormFactor,2449,京元電子,,高階探針卡
FORM,FormFactor,6515,穎崴,,高階探針技術 (部分授權)
7769,Hon Precision (鴻勁),2449,京元電子,,IC 分類機 (Handler)
CN,OPPO,2450,神腦,,智慧型手機
6752.T,Panasonic (松下),2450,神腦,,智慧家電
6752.T,Panasonic (松下),3090,日電貿,,固態電容/電阻 (代理)
6752.T,Panasonic (松下),3211,順達,,圓柱型/方型電池芯
6752.T,Panasonic (松下),3323,加百裕,,高品質電池芯
6752.T,Panasonic (松下),5309,系統電,,鋰電池芯
6752.T,Panasonic (松下),6121,新普,,高品質電池芯 (Tesla/IT 用)
Priv.,Dyson (戴森),2450,神腦,,吸塵器/吹風機
000660,SK Hynix (海力士),2357,華碩,,"DRAM, HBM"
000660,SK Hynix (海力士),2377,微星,,"DRAM, NAND Flash"
000660,SK Hynix (海力士),2382,廣達,,"HBM3/HBM3e (高頻寬記憶體), DRAM"
000660,SK Hynix (海力士),2451,創見,,DRAM
000660,SK Hynix (海力士),3231,緯創,,"HBM3/e, DDR5 DRAM"
000660,SK Hynix (海力士),8299,群聯,,NAND Flash 晶圓
SIMO,Silicon Motion (慧榮),2451,創見,,NAND控制晶片
SIMO,Silicon Motion (慧榮),3260,威剛,,NAND Flash控制晶片
SIMO,Silicon Motion (慧榮),5289,宜鼎,,NAND Flash 控制晶片
Priv.,Freiberger (弗萊堡),2455,全新,,砷化鎵基板 (主要)
5802.T,Sumitomo Electric (住友電工),2455,全新,,砷化鎵基板
5802.T,Sumitomo Electric (住友電工),3081,聯亞,,"磷化銦 (InP), 砷化鎵 (GaAs) 基板"
5802.T,Sumitomo Electric (住友電工),3105,穩懋,,砷化鎵基板
5802.T,Sumitomo Electric (住友電工),4977,眾達-KY,,光電元件
5802.T,Sumitomo Electric (住友電工),4979,華星光,,"金屬基座, 散熱材"
5802.T,Sumitomo Electric (住友電工),5498,凱崴,,碳化鎢圓棒
5802.T,Sumitomo Electric (住友電工),6442,光聖,,雷射二極體 (LD) 晶片
Global,Metalorganic Suppliers (MO源),2455,全新,,有機金屬氣體
Local,Transformer Suppliers (變壓器),2457,飛宏,,高頻變壓器
Global/Local,Capacitor Suppliers (電容),2457,飛宏,,電解電容/積層電容
Infineon/Onsemi,Semi Suppliers (功率半導體),2457,飛宏,,MOSFET/IGBT (充電樁用)
Priv.,Key Foundry (MagnaChip),2458,義隆,,晶圓代工
Priv.,Mutto (介面光電),2458,義隆,,觸控感測器 (部分合作)
3622,洋華,2458,義隆,,觸控感測器 (部分合作)
Global,Market/Scrap Metal (廢銅回收),2460,建通,,廢銅/下料 (煉銅原料)
German/Japan,Equipment Suppliers (設備商),2460,建通,,精密沖壓設備
Priv.,Syntec (新代科技),2464,盟立,,控制器 (策略夥伴)
Priv.,Mirle-Eng (盟英科技),2464,盟立,,諧波減速機 (轉投資)
Global,Servo Motor Suppliers (伺服馬達),2464,盟立,,伺服馬達/驅動器
Keyence/Omron,Sensor Suppliers (感測器),2464,盟立,,工業感測器/視覺系統
SMCI,Supermicro (美超微),2465,麗臺,,伺服器設計/主機板 (策略夥伴)
Priv.,Ablecom (大訊),2465,麗臺,,機殼/散熱 (大股東)
Priv.,Compuware (肯微),2465,麗臺,,電源供應器 (大股東)
6640,均華,2467,志聖,,晶片挑選/黏晶設備 (聯盟夥伴)
Local,Component Suppliers (零組件廠),2467,志聖,,加熱器/滾輪/控制器
Local,Material Suppliers (材料商),2467,志聖,,鋼材/鋁材/加工件
ORCL,Oracle (甲骨文),2471,資通,,資料庫/ERP系統 (代理)
ORCL,Oracle (甲骨文),2480,敦陽科,,資料庫/Exadata (白金夥伴)
ORCL,Oracle (甲骨文),2883,凱基金,,資料庫/企業軟體
ORCL,Oracle (甲骨文),5201,凱衛,,資料庫系統
ORCL,Oracle (甲骨文),6148,驊宏資,,資料庫/軟體
ORCL,Oracle (甲骨文),6214,精誠,,資料庫/雲端服務
Priv.,SWIFT,2471,資通,,環球銀行金融電信系統
6175,立敦,2472,立隆電,,化成鋁箔/電蝕箔 (子公司)
600673,HEC (東陽光),2472,立隆電,,電蝕箔 (合資夥伴)
Local,Material Suppliers (其他材料),2472,立隆電,,電解液/導針/橡膠塞
Global,Aluminum Suppliers (鋁錠廠),2474,可成,,鋁錠/鎂合金
6448.T,Brother (兄弟),1590,亞德客-KY,,CNC 加工機
6448.T,Brother (兄弟),2474,可成,,CNC加工機 (推測)
Local,Machine Tool Suppliers (工具機),2474,可成,,刀具/耗材
NTAP,NetApp,2480,敦陽科,,儲存解決方案
Global,Wafer Suppliers (晶圓供應商),2481,強茂,,矽晶圓 (部分外購)
Discre,Equipment Suppliers (設備商),2481,強茂,,半導體設備
NXP/ST,IC Suppliers (晶片供應商),2482,連宇,,MCU/安全晶片
AUO/Innolux,Panel Suppliers (面板廠),2482,連宇,,觸控面板 (推測)
Local,PCB Suppliers (電路板),2482,連宇,,PCB板
Local,Plastic/Case (機構件),2482,連宇,,塑膠/金屬外殼
Local,Copper Suppliers (銅材廠),2486,一詮,,銅帶/銅片 (導線架/均熱片)
Global,Indium Suppliers (銦片供應商),2486,一詮,,銦片 (高階均熱片Metal TIM)
Local/Jp,Electroplating Chemicals (電鍍液),2486,一詮,,電鍍化學品
Tech,Graphene Suppliers (石墨烯),2486,一詮,,石墨烯材料 (Film TIM)
Priv.,Shoei Chemical (昭榮),2492,華新科,,電極銀漿/銅漿
Priv.,NCI Chemical,2492,華新科,,電子級瓷粉
Priv.,DCT Material (韓國DCT),2493,揚博,,高階光阻/封裝材料 (合資夥伴)
4966.T,Uemura (上村工業),2493,揚博,,電鍍化學品
M5Z.DE,Manz,2493,揚博,,濕製程設備 (部分合作)
Local,Local Suppliers (國內供應商),2493,揚博,,機構件/零組件 (自製設備用)
Local/CN,Optical Lens Suppliers (光學鏡片),2497,怡利電,,HUD光學鏡片 (部分自製)
AUO/Innolux,TFT-LCD Suppliers (面板廠),2497,怡利電,,車載面板
Global,IC Suppliers (晶片供應商),2497,怡利電,,車用MCU/SoC
Local,Mechanism Suppliers (機構件),2497,怡利電,,壓鑄件/塑膠件
GOOGL,Google (谷歌),2498,宏達電,,Android XR作業系統 (合作)
GOOGL,Google (谷歌),2884,玉山金,,雲端服務/AI模型
GOOGL,Google (谷歌),3130,一零四,,雲端服務/廣告投放
GOOGL,Google (谷歌),5203,訊連,,雲端運算/AI算力
GOOGL,Google (谷歌),5478,智冠,,應用程式上架/金流通路
HIMX,Himax (奇景光電),2498,宏達電,,微顯示器/驅動IC
HIMX,Himax (奇景光電),8069,元太,,電子紙時序控制IC
Priv.,San Ching (三井工程),2501,國建,,營造工程 (集團子公司)
2504,國產,2501,國建,,預拌混凝土
8463,潤泰材,2501,國建,,水泥建材
8463,潤泰材,9945,潤泰新,,水泥/預拌砂漿
Priv.,Pin Hsing (品興營造),2548,華固,,營造工程 (集團子公司)
Local,Cement Suppliers (水泥廠),2548,華固,,水泥/預拌混凝土 (統購)
Local,Steel Suppliers (鋼筋廠),2548,華固,,鋼筋/H型鋼
Yungtay/Toshiba,Elevator Suppliers (電梯廠),2548,華固,,電梯設備
010140.KS,Samsung Heavy Ind (三星重工),2603,長榮,,大型貨櫃輪 (24000 TEU)
010140.KS,Samsung Heavy Ind (三星重工),2615,萬海,,13100 TEU貨櫃輪
Priv.,Imabari Shipbuilding (今治造船),2603,長榮,,貨櫃輪
Priv.,Hudong-Zhonghua (滬東中華),2603,長榮,,貨櫃輪
Gov,CPC Corp (中油),2603,長榮,,船舶燃油
Priv.,Textainer,2603,長榮,,貨櫃租賃
Priv.,Oshima Shipbuilding (大島造船),2605,新興,,散裝貨輪 (Kamsarmax)
7014.T,Namura (名村造船),2605,新興,,大型散裝船
7014.T,Namura (名村造船),2637,慧洋-KY,,散裝貨輪
Global,Second-hand Market (二手船市),2605,新興,,5-10年船齡船舶
Global,Fuel Suppliers (燃油供應商),2605,新興,,船舶燃油
600150.SS,Shanghai Waigaoqiao (上海外高橋),2606,裕民,,海岬型散裝輪
600150.SS,Shanghai Waigaoqiao (上海外高橋),2612,中航,,海岬型散裝輪 (21萬噸)
Priv.,Oshima Shipbuilding (大島造船),2606,裕民,,散裝貨輪
Priv.,New Dayang (新大洋造船),2606,裕民,,散裝貨輪
Gov,CPC Corp (中油),2606,裕民,,船舶燃油
329180.KS,Hyundai Heavy Ind (現代重工),2609,陽明,,LNG雙燃料貨櫃輪
Priv.,Imabari Shipbuilding (今治造船),2609,陽明,,甲醇雙燃料貨櫃輪
TRTN,Triton International,2609,陽明,,貨櫃租賃
Priv.,Textainer,2609,陽明,,貨櫃租賃
BA,Boeing (波音),2610,華航,,777/787客貨機
BA,Boeing (波音),2618,長榮航,,777/787客貨機
AIR.PA,Airbus (空中巴士),2610,華航,,A350/A321客機
AIR.PA,Airbus (空中巴士),2618,長榮航,,A350/A321客機
GE,GE Aerospace (奇異),2610,華航,,飛機引擎
RR.L,Rolls-Royce (勞斯萊斯),2610,華航,,飛機引擎
Gov,CPC Corp (中油),2610,華航,,航空燃油
NESTE.HE,Neste,2610,華航,,SAF永續燃油
Priv.,TAMECO (台灣飛機維修),2610,華航,,機體維修 (子公司)
Priv.,HAECO (港機工程),2610,華航,,發動機/起落架維修
VWAPY,Scania (斯堪尼亞),2612,中航,,貨櫃曳引車
VOLV-B.ST,Volvo Trucks,2612,中航,,貨櫃曳引車
Gov,CPC Corp (中油),2612,中航,,車輛/船舶燃油
Priv.,JMU (日本聯合造船),2615,萬海,,3055 TEU貨櫃輪
009540.KS,HD Hyundai Samho (現代三湖),2615,萬海,,16000 TEU甲醇雙燃料貨櫃輪
Global,Container Leasing (租櫃公司),2615,萬海,,貨櫃租賃
GE,GE Aerospace (奇異),2618,長榮航,,飛機引擎
2645,長榮航太,2618,長榮航,,機體/發動機維修 (關係企業)
Gov,CPC Corp (中油),2618,長榮航,,航空燃油
5021.T,COSMO Oil,2618,長榮航,,SAF永續燃油
Priv.,Ye Fong Aluminum (燁鋒輕合金),2634,漢翔,,航空鋁合金板材
Priv.,CSM (中鋼精材),2634,漢翔,,鈦合金素材
6618,UHT (永虹先進),2634,漢翔,,熱塑性複合材料
SYENS.BR,Solvay/SYENSQO,2634,漢翔,,複合材料原料
Local/Global,Forging/Casting Suppliers (鍛鑄件廠),2634,漢翔,,發動機鍛鑄件
Priv.,Imabari Shipbuilding (今治造船),2637,慧洋-KY,,節能散裝船
Priv.,Tsuneishi Shipbuilding (常石造船),2637,慧洋-KY,,節能散裝船
Priv.,Oshima Shipbuilding (大島造船),2637,慧洋-KY,,散裝貨輪
Global,Fuel Suppliers (燃油供應商),2637,慧洋-KY,,船舶燃油
Priv.,THL (欣臨企業),2707,晶華,,進口食材/調味品
Local,Local Farmers (在地小農),2707,晶華,,生鮮蔬果 (綠色採購)
Various,Beverage Suppliers (酒水商),2707,晶華,,酒水飲料
Group,Wellspring SPA (沐蘭),2707,晶華,,沐浴備品 (集團自有)
Luxury,Hermès/Diptyque,2707,晶華,,精品備品 (行政樓層)
BKNG/Klook,OTAs (訂房平台),2707,晶華,,線上訂房通路
Global,Coffee Bean Suppliers (咖啡豆供應商),2723,美食-KY,,咖啡豆
Internal,Central Kitchen (自建央廚),2723,美食-KY,,麵團/烘焙半成品
Local,Dairy Suppliers (乳源供應商),2723,美食-KY,,鮮乳/鮮奶油
Local,Sugar/Syrup Suppliers (糖漿供應商),2723,美食-KY,,糖/調味糖漿
Local,Packaging Suppliers (包材廠),2723,美食-KY,,紙杯/包裝袋
Global,US Beef Suppliers (美國牛肉商),2727,王品,,牛肉 (透過萬鮮直採)
Global,Aus Beef Suppliers (澳洲牛肉商),2727,王品,,牛肉 (透過萬鮮直採)
Local,Local Fishermen (在地漁會),2727,王品,,海鮮 (現流/養殖)
Local,Local Farmers (契約農戶),2727,王品,,蔬菜/米 (萬鮮加工)
Subsidiary,Wan Xian (萬鮮),2727,王品,,食材採購/加工/物流
2646,星宇航空,2731,雄獅,,機票/機位
6757,台灣虎航,2731,雄獅,,機票/機位 (包機)
4755.T,Rakuten Travel (樂天旅遊),2731,雄獅,,日本飯店房源
NCLH,Norwegian Cruise (挪威郵輪),2731,雄獅,,郵輪行程 (包船)
CCL,Costa Cruises (歌詩達),2731,雄獅,,郵輪行程
AMS.MC,Amadeus,2731,雄獅,,GDS訂位系統
UIS,Unisys (台灣優利),2801,彰銀,,核心帳務系統
2453,凌群,2801,彰銀,,系統整合服務
2453,凌群,2885,元大金,,證券交易系統
Public,Depositors (存款戶),2801,彰銀,,營運資金 (存款)
Gov,Central Bank (央行),2801,彰銀,,流動性融通
MUV2.DE,Munich Re (慕尼黑再保),2851,中再保,,轉再保險服務
SREN.SW,Swiss Re (瑞士再保),2851,中再保,,轉再保險服務
Global,Capital Markets (資本市場),2851,中再保,,承保能量/資本
Group,Evergreen Group (長榮集團),2851,中再保,,主要股東/資本支持
6701.T,NEC (日電),2880,華南金,,自動櫃員機/硬體
6701.T,NEC (日電),2884,玉山金,,核心系統
Public,Depositors (存款戶),2880,華南金,,營運資金 (存款)
Various,Fund Houses (投信公司),2880,華南金,,基金/理財產品
Global,Reinsurers (再保公司),2880,華南金,,再保險 (產險)
6811,宏碁資訊,2881,富邦金,,雲端服務
Public,Depositors (存款戶),2881,富邦金,,營運資金 (存款)
Global,Reinsurers (再保公司),2881,富邦金,,再保險服務
Various,Fund Houses (投信),2881,富邦金,,基金產品
Public,Depositors (存款戶),2882,國泰金,,營運資金 (存款)
Global,Reinsurers (再保公司),2882,國泰金,,再保險服務
Various,Fund Houses (投信),2882,國泰金,,基金產品
Public,Depositors (存款戶),2883,凱基金,,營運資金 (銀行)
Global,Capital Markets (資本市場),2883,凱基金,,募資/流動性
Global,Reinsurers (再保公司),2883,凱基金,,再保險服務
Public,Depositors (存款戶),2884,玉山金,,營運資金 (存款)
Various,Fund Houses (投信),2884,玉山金,,基金產品
Public,Depositors (存款戶),2885,元大金,,營運資金 (銀行)
Global,Capital Markets (資本市場),2885,元大金,,募資/流動性
Various,Fund Houses (投信),2885,元大金,,基金產品
6183,關貿,2886,兆豐金,,報關/通關系統
Public,Depositors (存款戶),2886,兆豐金,,營運資金 (外幣/台幣)
Gov,Central Bank (央行),2886,兆豐金,,流動性/拆款
Global,Capital Markets (資本市場),2886,兆豐金,,募資/債券發行
Private,Pershing (北祥科技),2887,台新新光金,,核心銀行系統維護
Public,Depositors (存款戶),2887,台新新光金,,營運資金 (存款)
Various,Fund Houses (投信),2887,台新新光金,,基金/理財產品
TEMN,Temenos,2890,永豐金,,核心銀行系統 (T24)
Public,Depositors (存款戶),2890,永豐金,,營運資金 (DAWHO/一般)
Various,Fund Houses (投信),2890,永豐金,,基金產品
SAP,SAP,2891,中信金,,企業資源/供應鏈金融
Public,Depositors (存款戶),2891,中信金,,營運資金 (存款)
